"","Provider.ID","Hospital.Name","Total.Performance.Score","Measure.Name","Measure.ID","Mortality.Rate"
"505",510046,"PRINCETON COMMUNITY HOSPITAL",20.1905,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"506",510082,"SUMMERSVILLE REGIONAL MEDICAL CENTER",37.125,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"507",520044,"ST NICHOLAS HOSPITAL",52.375,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"508",520109,"MILE BLUFF MEDICAL CENTER",44,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"509",30105,"BANNER HEART HOSPITAL",46.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"510",40137,"ST VINCENT MEDICAL CENTER/NORTH",23.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"511",50002,"ST ROSE HOSPITAL",32.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"512",50084,"ST JOSEPH'S MEDICAL CENTER OF STOCKTON",37.7738,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"513",90004,"MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL",24.7976,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"514",100256,"REGIONAL MEDICAL CENTER BAYONET POINT",25.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"515",140217,"PRESENCE SAINT JOSEPH HOSPITAL - ELGIN",33.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"516",150007,"COMMUNITY HOWARD REGIONAL HEALTH INC",34.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"517",190053,"JENNINGS AMERICAN LEGION HOSPITAL",38.375,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"518",190054,"IBERIA GENERAL HOSPITAL AND MEDICAL CENTER",28.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"519",190144,"MINDEN MEDICAL CENTER",42.7917,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.1
"520",220073,"MORTON HOSPITAL",34.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"521",240166,"MAYO CLINIC HEALTH SYSTEM - FAIRMONT",50.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"522",250104,"ANDERSON REGIONAL MEDICAL CTR",35.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"523",280020,"CHI HEALTH ST ELIZABETH",30.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"524",310024,"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY",21,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"525",310058,"BERGEN REGIONAL MEDICAL CENTER",44.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"526",320038,"REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES",49.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"527",330056,"BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS",31.9048,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"528",330115,"ONEIDA HEALTHCARE",48.375,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"529",330132,"TLC HEALTH NETWORK",36.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"530",340010,"WAYNE MEMORIAL HOSPITAL",33.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"531",340166,"CAROLINAS MED CTR-UNIVERSITY",35.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"532",360080,"EAST OHIO REGIONAL HOSPITAL",30.625,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"533",370114,"ST JOHN MEDICAL CENTER, INC",20.25,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"534",390093,"CLARION HOSPITAL",18.7778,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"535",410005,"OUR LADY OF FATIMA HOSPITAL",42.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"536",420030,"COLLETON MEDICAL CENTER",37,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"537",420071,"SELF REGIONAL HEALTHCARE",37.3571,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"538",440056,"TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL",37,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"539",440058,"SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER",33.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"540",450229,"HENDRICK MEDICAL CENTER",29.0357,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"541",460005,"OGDEN REGIONAL MEDICAL CENTER",19.2381,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"542",460047,"ST MARK'S HOSPITAL",23.4762,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"543",490090,"SOUTHSIDE COMMUNITY HOSPITAL, INC",50.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"544",30010,"ST. MARY'S HOSPITAL",24.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"545",30011,"ST JOSEPH'S HOSPITAL",25.4048,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"546",40041,"ST MARYS REGIONAL MEDICAL CENTER",34,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"547",50153,"O'CONNOR HOSPITAL",26.2381,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"548",50380,"GOOD SAMARITAN HOSPITAL",21.881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"549",80009,"BAYHEALTH - MILFORD MEMORIAL HOSPITAL",35.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"550",100051,"SOUTH LAKE HOSPITAL",39.1905,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"551",180080,"BAPTIST HEALTH CORBIN",34.5357,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"552",200024,"CENTRAL MAINE MEDICAL CENTER",22.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"553",200037,"FRANKLIN MEMORIAL HOSPITAL",47.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"554",220008,"STURDY MEMORIAL HOSPITAL",22.2262,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"555",240018,"MAYO CLINIC HEALTH SYSTEM - RED WING",64.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.2
"556",310041,"COMMUNITY MEDICAL CENTER",14.4405,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"557",320059,"NORTHERN NAVAJO MEDICAL CENTER",54.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"558",320065,"LEA REGIONAL MEDICAL CENTER",54.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"559",330080,"LINCOLN MEDICAL & MENTAL HEALTH CENTER",30.9405,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"560",330163,"EASTERN NIAGARA HOSPITAL",17.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"561",330222,"SARATOGA HOSPITAL",42.3571,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"562",340003,"NORTHERN HOSPITAL OF SURRY COUNTY",45.875,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"563",340132,"MARIA PARHAM MEDICAL CENTER",33.3571,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"564",360185,"SALEM REGIONAL MEDICAL CENTER",29.2143,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"565",370002,"ALLIANCEHEALTH WOODWARD",31,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"566",380027,"MERCY MEDICAL CENTER",48.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"567",420072,"HAMPTON REGIONAL MEDICAL CENTER",51.3333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"568",420079,"TRIDENT MEDICAL CENTER",18.1429,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"569",440012,"WELLMONT BRISTOL REGIONAL MEDICAL CENTER",37.2024,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"570",450389,"EAST TEXAS MEDICAL CENTER ATHENS",34.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"571",450558,"ABILENE REGIONAL MEDICAL CENTER",30.3452,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"572",470011,"BRATTLEBORO MEMORIAL HOSPITAL",52.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"573",490046,"SENTARA LEIGH HOSPITAL",50.4286,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"574",520045,"THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC",35.25,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"575",520049,"BELLIN MEMORIAL HOSPITAL",41.7143,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"576",10040,"GADSDEN REGIONAL MEDICAL CENTER",26.8929,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"577",10092,"D C H REGIONAL MEDICAL CENTER",14.0714,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"578",10104,"GRANDVIEW MEDICAL CENTER",39.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"579",10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",34.6786,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"580",30084,"CHINLE COMPREHENSIVE HEALTH CARE FACILITY",65.2222,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"581",30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",26.8929,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"582",40001,"SILOAM SPRINGS REGIONAL HOSPITAL",32.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"583",40007,"CHI-ST VINCENT INFIRMARY",16.4881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"584",40014,"WHITE COUNTY MEDICAL CENTER",38.119,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"585",50295,"MERCY HOSPITAL",28.0952,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"586",50516,"MERCY SAN JUAN MEDICAL CENTER",35.4048,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"587",50744,"ANAHEIM GLOBAL MEDICAL CENTER",19,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"588",60008,"SAN LUIS VALLEY HEALTH",49.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"589",60044,"COLORADO PLAINS MEDICAL CENTER",36.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"590",60076,"STERLING REGIONAL MEDCENTER",39.25,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"591",110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",38.2976,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"592",110043,"ST JOSEPH'S HOSPITAL - SAVANNAH",29.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"593",110135,"TAYLOR REGIONAL HOSPITAL",40.25,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.3
"594",110192,"EASTSIDE MEDICAL CENTER",28.0357,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"595",110215,"PIEDMONT FAYETTE HOSPITAL",30.4405,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"596",140161,"SAINT JAMES HOSPITAL",38.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"597",150001,"JOHNSON MEMORIAL HOSPITAL",44,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"598",150064,"FAYETTE REGIONAL HEALTH SYSTEM",23.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"599",180106,"THE MEDICAL CENTER AT ALBANY",24,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"600",250001,"UNIVERSITY OF MISSISSIPPI MED CENTER",23.3095,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"601",250034,"BAPTIST MEMORIAL HOSPITAL NORTH MS",22.4643,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"602",280125,"FAITH REGIONAL HEALTH SERVICES",25.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"603",320018,"MEMORIAL MEDICAL CENTER",35.9762,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"604",330085,"AURELIA OSBORN FOX MEMORIAL HOSPITAL",48.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"605",330128,"ELMHURST HOSPITAL CENTER",21.8571,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"606",330181,"GLEN COVE HOSPITAL",21.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"607",340002,"MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE",37.3571,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"608",360156,"MEMORIAL HOSPITAL",40.3333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"609",390035,"ST LUKE'S QUAKERTOWN HOSPITAL",40.3333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"610",390219,"EXCELA HEALTH LATROBE HOSPITAL",36.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"611",440082,"SAINT THOMAS WEST HOSPITAL",23.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"612",440156,"PARKRIDGE MEDICAL CENTER",20.3095,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"613",450292,"TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN",40.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"614",450324,"TEXOMA MEDICAL CENTER",30.881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"615",460004,"MCKAY DEE HOSPITAL",24.2976,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"616",490018,"AUGUSTA HEALTH",41.5119,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"617",500060,"CASCADE VALLEY HOSPITAL",44.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"618",500077,"PROVIDENCE HOLY FAMILY HOSPITAL",21.5119,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"619",520095,"SAUK PRAIRIE HOSPITAL",60.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"620",670043,"CEDAR PARK REGIONAL MEDICAL CENTER",33.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"621",40134,"ARKANSAS HEART HOSPITAL, LLC",62.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"622",50128,"TRI-CITY MEDICAL CENTER",24.8452,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"623",50373,"LAC+USC MEDICAL CENTER",34.2857,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"624",50378,"PACIFICA HOSPITAL OF THE VALLEY",35.25,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"625",50488,"EDEN MEDICAL CENTER",26.7381,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"626",60016,"CENTURA HEALTH-ST THOMAS MORE HOSPITAL",35.375,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"627",100275,"WELLINGTON REGIONAL MEDICAL CENTER LLC",25.2381,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"628",100302,"ST CLOUD REGIONAL MEDICAL CENTER",23.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"629",110001,"HAMILTON MEDICAL CENTER",48,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"630",140233,"SAINT ANTHONY MEDICAL CENTER",26.0119,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"631",140250,"ADVOCATE SOUTH SUBURBAN HOSPITAL",33.381,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"632",140252,"NORTHWEST COMMUNITY HOSPITAL 1",25.4881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"633",150046,"TERRE HAUTE REGIONAL HOSPITAL",32.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.4
"634",160047,"METHODIST JENNIE EDMUNDSON",40.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"635",180104,"BAPTIST HEALTH PADUCAH",20.7738,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"636",230041,"MCLAREN BAY REGION",30.5238,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"637",230077,"ST MARY'S OF MICHIGAN MEDICAL CENTER",37.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"638",230254,"ASCENSION CRITTENTON HOSPITAL",23.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"639",300012,"ELLIOT HOSPITAL",31.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"640",330399,"ST BARNABAS HOSPITAL",36.8929,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"641",360076,"ATRIUM MEDICAL CENTER",34.9524,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"642",370008,"NORMAN REGIONAL",24.2857,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"643",380021,"TUALITY COMMUNITY HOSPITAL",39.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"644",380090,"BAY AREA HOSPITAL",44.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"645",390056,"J C BLAIR MEMORIAL HOSPITAL",33.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"646",390225,"WELLSPAN EPHRATA COMMUNITY HOSPITAL",36.8571,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"647",410011,"LANDMARK MEDICAL CENTER",40.0357,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"648",420027,"ANMED HEALTH",28.4643,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"649",420051,"MCLEOD REGIONAL MEDICAL CENTER-PEE DEE",34.8929,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"650",420070,"PALMETTO HEALTH TUOMEY HOSPITAL",35.9881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"651",440102,"LINCOLN MEDICAL CENTER",27.25,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"652",440159,"DELTA MEDICAL CENTER",40.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"653",450092,"FORT DUNCAN MEDICAL CENTER",32.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"654",450730,"BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON",20.1071,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"655",460021,"DIXIE REGIONAL MEDICAL CENTER",36.631,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"656",520076,"BEAVER DAM COMMUNITY HOSPITAL",51,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"657",10039,"HUNTSVILLE HOSPITAL",26.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"658",30022,"MARICOPA MEDICAL CENTER",15.7143,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"659",30024,"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER",29.1786,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"660",40084,"SALINE MEMORIAL HOSPITAL",18.8095,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"661",50118,"DOCTORS HOSPITAL OF MANTECA",38.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"662",50192,"ADVENTIST HEALTH REEDLEY",59.4444,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"663",50211,"ALAMEDA HOSPITAL",32.875,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"664",50228,"SAN FRANCISCO GENERAL HOSPITAL",29.0238,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"665",50549,"LOS ROBLES HOSPITAL & MEDICAL CENTER",23.4286,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"666",50557,"MEMORIAL MEDICAL CENTER",36.119,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"667",100029,"NORTH SHORE MEDICAL CENTER",32.369,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"668",100049,"HIGHLANDS REGIONAL MEDICAL CENTER",19.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"669",100187,"PALMETTO GENERAL HOSPITAL",18.1905,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"670",110091,"PIEDMONT ROCKDALE HOSPITAL",30.0476,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"671",120019,"KONA COMMUNITY HOSPITAL",40.25,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"672",130025,"MADISON MEMORIAL HOSPITAL",29.3333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"673",150015,"FRANCISCAN HEALTH MICHIGAN CITY",25.2024,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"674",150082,"DEACONESS HOSPITAL INC",26.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"675",160069,"MERCY MEDICAL CENTER-DUBUQUE",56.4048,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"676",170122,"VIA CHRISTI HOSPITALS WICHITA, INC",30.0238,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"677",170123,"WESLEY MEDICAL CENTER",28.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"678",230075,"BRONSON BATTLE CREEK HOSPITAL",22.9524,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"679",230099,"PROMEDICA MONROE REGIONAL HOSPITAL",28.9881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.5
"680",240056,"RIDGEVIEW MEDICAL CENTER",43.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"681",260047,"CAPITAL REGION MEDICAL CENTER",40.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"682",260068,"BOONE HOSPITAL CENTER",22.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"683",290032,"NORTHERN NEVADA MEDICAL CENTER",36.3333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"684",310002,"NEWARK BETH ISRAEL MEDICAL CENTER",34.4286,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"685",310032,"INSPIRA MEDICAL CENTER VINELAND",28.3571,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"686",310115,"HACKETTSTOWN MEDICAL CENTER",25.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"687",330231,"QUEENS HOSPITAL CENTER",34.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"688",340113,"CAROLINAS MEDICAL CENTER/BEHAV HEALTH",30,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"689",340130,"CAROLINAS HEALTHCARE SYSTEM UNION",20.1548,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"690",360161,"ST JOSEPH WARREN HOSPITAL",24.6548,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"691",380033,"SACRED HEART UNIVERSITY DISTRICT",42,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"692",440017,"WELLMONT HOLSTON VALLEY MEDICAL CENTER",26.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"693",450101,"BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST",25.8929,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"694",450124,"DELL SETON MED CENTER AT THE UNIVERSITY OF TX",18.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"695",450565,"PALO PINTO GENERAL HOSPITAL",26.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"696",490005,"WINCHESTER MEDICAL CENTER",30.2619,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"697",490057,"SENTARA VIRGINIA BEACH GENERAL HOSPITAL",42.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"698",490092,"SOUTHAMPTON MEMORIAL HOSPITAL",53.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"699",490127,"BUCHANAN GENERAL HOSPITAL",35,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"700",500150,"LEGACY SALMON CREEK MEDICAL CENTER",51.9286,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"701",10108,"PRATTVILLE BAPTIST HOSPITAL",50.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
"702",30068,"MT. GRAHAM REGIONAL MEDICAL CENTER",55.7778,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",14.6
